df,opt_left,Grup,Ind1,Ind2,Magnitud_Ind1_Grup,Magnitud_Grup_Ind2,Magnitud_Ind1_Ind2,Cambio_postura_Ind1_Grup,Cambio_postura_Grup_Ind2,Cambio_postura_Ind1_Ind2,Nivel_Ind1_Grup,Nivel_Grup_Ind2,Nivel_Ind1_Ind2,Direccion_Ind1_Grup,Direccion_Grup_Ind2,Direccion_Ind1_Ind2,Comentario - Ind1 - Diferencial 1,Comentario - Ind1 - Diferencial 2,Comentario - Grup - Diferencial 1,Comentario - Grup - Diferencial 2,Comentario - Ind2 - Diferencial 1,Comentario - Ind2 - Diferencial 2,agno,seccion
1,Algoritmo W: mayor exactitud y menor explicabilidad,4,2,2,2,2,0,1,1,0,Cambio moderado,Cambio moderado,Se mantiene,Cambia hacia la derecha,Cambia hacia la izquierda,Se mantiene en la izquierda,"Si bien es dificil elegir, si tiene menor error en la población general, sería más conveniente dado que moriría menos gente. A pesar de que la población migrante se viera afectada, prefiero el bien de la mayoría. Prefiero el X.","La explicabilidad es crucial para mejorar el algoritmo. Sin embargo, no se puede dejar de lado que afectaría a los primeros pacientes del algoritmo.Por ejemplo, tal vez tendria fallas con las primeras mil personas, pero despues seria un algoritmo exacto.","La Y sería una mejor opción, pues así todos tendrían igual tasa de error y no habría una parte de la población que se vea afectada por el algoritmo en específico","El algoritmo Z sería una mejor opción pues, si bien al principio presentaría muchas fallas, después se volvería un modelo sólido y exacto. Aún así costaría muchos intentos y procesos experimentales previos, pero valdrían la pena.","Si bien es dificil elegir, si tiene menor error en la población general, sería más conveniente dado que moriría menos gente. A pesar de que la población migrante se viera afectada, prefiero el bien de la mayoría. Prefiero el X.","La explicabilidad es crucial para mejorar el algoritmo. Sin embargo, no se puede dejar de lado que afectaría a los primeros pacientes del algoritmo. Por ejemplo, tal vez tendria fallas con las primeras mil personas, pero despues seria un algoritmo exacto.",2024,8
2,Algoritmo W: mayor exactitud y menor explicabilidad,4,4,4,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la derecha,Se mantiene en la derecha,Se mantiene en la derecha,"Si bien es dificil elegir, si tiene menor error en la población general, sería más conveniente dado que moriría menos gente. A pesar de que la población migrante se viera afectada, prefiero el bien de la mayoría. Prefiero el X.","La explicabilidad es crucial para mejorar el algoritmo. Sin embargo, no se puede dejar de lado que afectaría a los primeros pacientes del algoritmo.Por ejemplo, tal vez tendria fallas con las primeras mil personas, pero despues seria un algoritmo exacto.","La Y sería una mejor opción, pues así todos tendrían igual tasa de error y no habría una parte de la población que se vea afectada por el algoritmo en específico","El algoritmo Z sería una mejor opción pues, si bien al principio presentaría muchas fallas, después se volvería un modelo sólido y exacto. Aún así costaría muchos intentos y procesos experimentales previos, pero valdrían la pena.","Si bien es dificil elegir, si tiene menor error en la población general, sería más conveniente dado que moriría menos gente. A pesar de que la población migrante se viera afectada, prefiero el bien de la mayoría. Prefiero el X.","La explicabilidad es crucial para mejorar el algoritmo. Sin embargo, no se puede dejar de lado que afectaría a los primeros pacientes del algoritmo. Por ejemplo, tal vez tendria fallas con las primeras mil personas, pero despues seria un algoritmo exacto.",2024,8
1,Algoritmo W: mayor exactitud y menor explicabilidad,4,2,5,2,1,3,1,0,1,Cambio moderado,Cambio pequeño,Cambio moderado,Cambia hacia la derecha,Se mantiene en la derecha,Cambia hacia la derecha,"es importante la mayoria de poblacion del pais, seria mucho mas etico preocuparse como pais en apoyar mas a las personas chilenas, mas que las extranjeras que serian una minoria en el pais y asi llegar a mas personas salvadas.","lo importante en el estudio es descubrir si la persona tiene la enfermedad o no y la explicabilidad de la misma no es tan fundamental si es que la tasa de exactitud es muy baja, por lo tanto W es mejor opcion.",Seria injusto implementar una herramienta que perjudica principalmente al grupo más afectado y vulnerable de la poblacion. Creo que es de suma importancia la implementación de este algoritmo para ese sector de la población más afectada por la enfermedad. En Chile existe la opción de vacunarse contra la enfermedad y eso quizás ayudaría un poco a suavizar la carga para el resto de población afectada.,"El algoritmo W pero por poco, ya que todos tenemos el derecho de saber que tenemos, pero en este caso creo que es más importante curar o atacar la enfermedad de la forma que sea por sobre el derecho de saber y explicar exactamente lo que tenemos. Así evitaremos muertes, de tal manera que tengamos una explicación quizá no tan completa como el algoritmo Z, pero con la posibilidad de atacar mejor a la enfermedad.",Seria injusto implementar una herramienta que perjudica principalmente al grupo más afectado y vulnerable de la poblacion. Creo que es de suma importancia la implementación de este algoritmo para ese sector de la población más afectada por la enfermedad asi aumentan su esperanza de vida.,"El algoritmo W pero por poco, ya que todos tenemos el derecho de saber que tenemos, pero en este caso creo que es más importante curar o atacar la enfermedad de la forma que sea por sobre el derecho de saber y explicar exactamente lo que tenemos. Así evitaremos muertes de tanto poblacion chilena como extranjera.",2023,9
1,Algoritmo W: mayor exactitud y menor explicabilidad,4,2,3,2,1,1,1,1,0,Cambio moderado,Cambio pequeño,Cambio pequeño,Cambia hacia la derecha,Cambia hacia la izquierda,Se mantiene en la izquierda,"El algoritmo x ya que, yo creo y pienso que es más importante en enfocarse en lo principal que es ayudarnos a nosotros mismos aunque suene egoísta, ya que cuando logremos ayudarnos a nosotros mismos podremos ayudar cómodamente a la población migrante, es más importante empezar de menos a más, quizás generalizar tanto a la IA pueda ayudar menos a los enfermos. Si esto se aplicara en todos los países no sería tan terrible el tema de la población migrante.","El algoritmo W pero por poco, ya que todos tenemos el derecho de saber que tenemos, pero en este caso creo que es más importante curar o atacar la enfermedad de la forma que sea por sobre el derecho de saber y explicar exactamente lo que tenemos. Así evitaremos muertes, de tal manera que tengamos una explicación quizá no tan completa como el algoritmo Z, pero con la posibilidad de atacar mejor a la enfermedad.","seria injusto implementar una herramienta que perjudica principalmente al grupo más afectado y vulnerable de la poblacion ya que en general la poblacion que sufre mas todo esto serian aquellos que son inmigrantes, por lo tanto es necesario que sea justo tanto para extranjeros como para nativos.","El algoritmo W pero por poco, ya que todos tenemos el derecho de saber que tenemos, pero en este caso creo que es más importante curar o atacar la enfermedad de la forma que sea por sobre el derecho de saber y explicar exactamente lo que tenemos. Así evitaremos muertes, de tal manera que tengamos una explicación quizá no tan completa como el algoritmo Z, pero con la posibilidad de atacar mejor a la enfermedad.","No me hicieron cambiar de opinión, lo que sí me quedó es que la población migrante es más vulnerable que la no migrante aun así prefiero el algoritmo x ya que, yo creo y pienso que es más importante en enfocarse en lo principal que es ayudarnos a nosotros mismos aunque suene egoísta, ya que cuando logremos ayudarnos a nosotros mismos podremos ayudar cómodamente a la población migrante, es más importante empezar de menos a más, quizás generalizar tanto a la IA pueda ayudar menos a los enfermos. Si esto se aplicara en todos los países no sería tan terrible el tema de la población migrante.","Aquí no hubo cambios ya que todos pensábamos lo mismo, la exactitud es ampliamente más importante para la salud de una persona que el derecho a explicabilidad, pienso que es más relevante la salud que el estado mental de alguien, que no sepa exactamente qué tiene pero que pueda defenderse bien.",2023,9
1,Algoritmo W: mayor exactitud y menor explicabilidad,4,2,5,2,1,3,1,0,1,Cambio moderado,Cambio pequeño,Cambio moderado,Cambia hacia la derecha,Se mantiene en la derecha,Cambia hacia la derecha,"A primera urgencia creo que sería mas útil el algortimo X, de manera que tiene un menor porcentaje de error detectando la enfermedad  para más personas, pero de todas maneras es de primera prioridad el trabajar otro algoritmo que posibilite la detección de la enfermedad de la población migrante de manera acertiva y digna para cualquier persona.","Creo que es más importante la exactitud de la enfermedad, aunque esto conlleve a una menor explicabilidad, se debe trabajar con herramientas paralelas a esta que ayuden en ese ambito, pero la exactitud es clave, y fundamental para las personas, ya que este algoritmo, junto con el algortimo X, serían algortimos con mucha exactitud y con muy poco porcentaje de error.",Seria injusto implementar una herramienta que perjudica principalmente al grupo más afectado y vulnerable de la poblacion. Creo que es de suma importancia la implementación de este algoritmo para ese sector de la población más afectada por la enfermedad. En Chile existe la opción de vacunarse contra la enfermedad y eso quizás ayudaría un poco a suavizar la carga para el resto de población afectada.,"El algoritmo W pero por poco, ya que todos tenemos el derecho de saber que tenemos, pero en este caso creo que es más importante curar o atacar la enfermedad de la forma que sea por sobre el derecho de saber y explicar exactamente lo que tenemos. Así evitaremos muertes, de tal manera que tengamos una explicación quizá no tan completa como el algoritmo Z, pero con la posibilidad de atacar mejor a la enfermedad.",Seria injusto implementar una herramienta que perjudica principalmente al grupo más afectado y vulnerable de la poblacion. Creo que es de suma importancia la implementación de este algoritmo para ese sector de la población más afectada por la enfermedad. En Chile existe la opción de vacunarse contra la enfermedad y eso quizás ayudaría un poco a suavizar la carga para el resto de población afectada.,"El algoritmo W pero por poco, ya que todos tenemos el derecho de saber que tenemos, pero en este caso creo que es más importante curar o atacar la enfermedad de la forma que sea por sobre el derecho de saber y explicar exactamente lo que tenemos. Así evitaremos muertes, de tal manera que tengamos una explicación quizá no tan completa como el algoritmo Z, pero con la posibilidad de atacar mejor a la enfermedad.",2023,9
1,Algoritmo W: mayor exactitud y menor explicabilidad,4,6,6,2,2,0,0,0,0,Cambio moderado,Cambio moderado,Se mantiene,Se mantiene en la derecha,Se mantiene en la derecha,Se mantiene en la derecha,"Tomando en cuenta que la tuberculosis afecta principamente a personas migrantes, me parece que no tiene sentido utilizar un algoritmo que tenga un mayor error evaluando a esta población de riesgo. Asimismo, considero que la salud es un derecho universal para todas las personas, sin importar su nacionalidad o etnia. En este sentido, no creo que sea ético ni justo someter a las personas migrantes a una mayor posibilidad de ser mal diagnosticadas, situación que podria incluso llegar a causar la muerte.","Creo que estos algoritmos debiesen  ser utilizados como una ayuda por los médicos, y no como un reemplazo total de sus funciones. Con eso en cuenta, es sumamente importante que los médicos sepan qué aspectos llevaron a la IA a cierta conclusión, no solo para aumentar la confiabilidad y asegurar los derechos de los usuarios, sino también para que los médicos puedan discutir entre ellos y tomar en conjunto a los pacientes las decisiones correspondientes","Marcamos 4 porque creemos que seria injusto implementar una herramienta que perjudica principalmente al grupo más afectado y vulnerable de la poblacion. Además, como la salud es un derecho universal para todas las personas, sin importar su nacionalidad o etnia, no sería ético ni justo someter a las personas migrantes a una mayor posibilidad de ser mal diagnosticadas, situación que podria incluso llegar a causar la muerte.","El algoritmo W pero por poco, ya que todos tenemos el derecho de saber que tenemos, pero en este caso creemos que es más importante curar o atacar la enfermedad de la forma que sea por sobre el derecho de saber y explicar exactamente lo que tenemos. Así evitaremos muertes, de tal manera que tengamos una explicación quizá no tan completa como el algoritmo Z, pero con la posibilidad de atacar mejor a la enfermedad.","La verdad, el grupo que me tocó opinaba todo lo contrario a mí (todxs marcaron 2 e n la primera etapa). Argumentaban que debíamos preocuparnos por la población chilena y velar por el bien de la gran mayoría. Sin embargo, después de exponer mis argumentos sobre la vulnerabilidad de la población migrante, parecieron convencerse un poco. Personalmente, sigo creyendo que no debiese existir discriminación en contra de las personas migrantes.","Mi grupo argumentó que es más importante curar o atacar la enfermedad de la forma que sea por sobre el derecho de saber y explicar exactamente lo que tenemos. Yo estoy totalmente en desacuerdo, creo que es importante que los médicos sepan por qué la IA toma decisiones. No solo porque la IA puede cometer errores, sino porque los médicos pueden complementar lo dicho por el algoritmo con sus propios comocimientos y experiencia.",2023,9
1,Algoritmo W: mayor exactitud y menor explicabilidad,5,6,6,1,1,0,0,0,0,Cambio pequeño,Cambio pequeño,Se mantiene,Se mantiene en la derecha,Se mantiene en la derecha,Se mantiene en la derecha,,"el equipo deberia poder saber que errores se estan teniendo, para asi ir poder mejorando el algoritmo hasta llegar a una verdion que sea 100% concluyente. talvez no sea tan exacta el principio, pero yo como paciente no confiaría en un algoritmo para que me dijera si es que tengo la enfermedad o no, sobre todo si es que no es concluyente o tiene errores muy graves","como vimos en el documento que explicaba la situacion, se deberia poder encontrar la enfermedad en personas de todas las nacionalidades ya que se encontro que la tasa de contagios es mayor en personas extranjeras, ademas, como dato extra, se encontró que la enfermedad entra al pais por el movimiento de personas, ya sean chilenos o extranjeros","como habia comentado antes, el equipo debe ser capaz de entender los resultados, y poder sacar conclusiones e ir arreglando el algoritmo para poder tenrr resultados concluyentes. tal vez al principio no sea necesaria la exactitud pero si lo van a usar en masa si es necesaria, al igual que la explicabilidad","el mismo argumento antes utilizado, la turbeculosis es traída por el movimiento de personas que entran y salen del pais por lo que el algoritmo deberia funcionar bien para todas las personas, independiente de su nacionalidad, como lo vimos en la explicacion","mismo argumento que antes, misma postura. yo no confiaria en un algoritmo si nisiquiera es capaz de explicar los resultados que obtiene a personas que si saben del tema. como paciente, no me atenderia en medicina vanguardista si esta misma no es capaz de ser explicativa",2023,3
1,Algoritmo W: mayor exactitud y menor explicabilidad,5,6,5,1,0,1,0,0,0,Cambio pequeño,Se mantiene,Cambio pequeño,Se mantiene en la derecha,Se mantiene en la derecha,Se mantiene en la derecha,,"Considerando que en el caso de que la enfermedad no es detectada, la persona afectada morirá  y al generar un falso positivo mayor sera la cantidad de gastos realizados, que se podrán dedicar a otros lugares, la exactitud permitiría ayudar a más personas no solo de tuberculosis, ademas se deberían realizar otro tipo de pruebas para verificar el grado de gravedad que esta persona padece","Considero que no hay porque discriminar entre la localidad de la persona para el programa, dado que la idea es poder ayudar a la mayor cantidad de personas, posibles, sin embargo al haber una mayor cantidad de personas locales que inmigrantes se les debería priorizar un poco a estos","Considero que lo mas importantes es la exactitud que la explicabilidad, ya que esto puede salvar costos y muertes innecesarias, sin embargo las ppersonas y doctores deben ser capaz de entender que es lo que dice el programa, para poder tratar el paciente de acuerdo a esto.","Con mi grupo concordamos que la prioridad es poder atender a la mayor cantidad de personas posibles y así salvar mas vidas, sin embargo como hay una mayor cantidad de locales afectados, estos deberían tener prioridad frente a los inmigrantes","Considerando que en el caso de que la enfermedad no es detectada, la persona afectada morirá y al generar un falso positivo mayor sera la cantidad de gastos realizados, que se podrán dedicar a otros lugares, la exactitud permitiría ayudar a más personas no solo de tuberculosis, ademas se deberían realizar otro tipo de pruebas para verificar el grado de gravedad que esta persona padece, sin embargo debemos ser capaces de entender lo que las IA dice.",2023,3
1,Algoritmo W: mayor exactitud y menor explicabilidad,5,4,5,1,0,1,0,0,0,Cambio pequeño,Se mantiene,Cambio pequeño,Se mantiene en la derecha,Se mantiene en la derecha,Se mantiene en la derecha,,"Encuentro que en estos casos es más importante que funcione a cómo funciona, ya que si una persona que tiene la enfermedad se queda sin tratamiento puede ser muy peligroso.","Debería ser un algoritmo con mayor error detéctenlo la enfermedad en promedio, pero con tasas de error similares para cada nacionalidad, ya que, no debería priorizar la nacionalidad para la detección de la enfermedad, debería ser para todos por igual.","Teniendo en cuenta el propósito del proyecto, el algoritmo debería tener mayor exactitud y menor explicabilidad a nuestro criterio pues en estos casos es más importante que funcione a cómo funciona, ya que si una persona tiene la enfermedad y no se detecta (menor exactitud) es mucho más peligroso a que una persona que no tiene se detecte la enfermedad.","De acuerdo con la discusión, debería ser un algoritmo con mayor error detéctenlo la enfermedad en promedio, pero con tasas de error similares para cada nacionalidad, ya que, no debería priorizar la nacionalidad para la detección de la enfermedad, debería ser para todos por igual.","De acuerdo con la discusión y con el propósito del proyecto, el algoritmo debería tener mayor exactitud y menor explicabilidad a nuestro criterio pues en estos casos es más importante que funcione a cómo funciona, ya que si una persona tiene la enfermedad y no se detecta (menor exactitud) es mucho más peligroso a que una persona que no tiene se detecte la enfermedad.",2023,3
1,Algoritmo W: mayor exactitud y menor explicabilidad,5,5,5,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la derecha,Se mantiene en la derecha,Se mantiene en la derecha,,"Amanda y su equipo deberían escoger el algoritmo W, ya que lo más importante es detectar la enfermedad con la mayor exactitud posible, para prevenir posibles consecuencias fatales para el paciente. También, un profesional que sea capaz de analizar estos datos podría explicarle al paciente que significa cada uno.","Amanda debería elegir el algoritmo Y, ya que aunque de mayor error detectando la enfermedad, mejora la tasa de error para cada nacionalidad, que es la población con mayor índice de tener esta enfermedad, por lo que si no se reduciría este error la gente no sabría si lo tiene y podría llegar a contagiar a toda la población.","Amanda y su equipo deberían escoger el algoritmo W, ya que lo más importante es detectar la enfermedad con la mayor exactitud posible, para prevenir posibles consecuencias fatales para el paciente. También, un profesional que sea capaz de analizar estos datos podría explicarle al paciente que significa cada uno.","Amanda debería elegir el algoritmo Y, ya que aunque de mayor error detectando la enfermedad, mejora la tasa de error para cada nacionalidad, que es la población con mayor índice de tener esta enfermedad, por lo que si no se reduciría este error la gente no sabría si lo tiene y podría llegar a contagiar a toda la población.","Amanda y su equipo deberían escoger el algoritmo W, ya que lo más importante es detectar la enfermedad con la mayor exactitud posible, para prevenir posibles consecuencias fatales para el paciente. También, un profesional que sea capaz de analizar estos datos podría explicarle al paciente que significa cada uno.",2023,3
2,Algoritmo W: mayor exactitud y menor explicabilidad,5,4,5,1,0,1,0,0,0,Cambio pequeño,Se mantiene,Cambio pequeño,Se mantiene en la derecha,Se mantiene en la derecha,Se mantiene en la derecha,"El primer algoritmo cumple mejor el objetivo que el segundo, pues más personas serian salvadas en general. No vale la pena bajar la exactitud de todos solo por igualar las condiciones para grupos tan especificos. Además no se descarta que se pueda mejorar.","Dadas las desventajas de explicabilidad del primer algoritmo, y los obstáculos que supone para la mejora del proyecto, la explicabilidad es crucial para poder comprenderlo mejor y así mejorarlo con el tiempo. Incluso aunque tenga menor exactitud este podría ser un problema temporal","El primer algoritmo cumple mejor el objetivo que el segundo, pues más personas serian salvadas en general. No vale la pena bajar la exactitud de todos solo por igualar las condiciones para grupos tan especificos si el promedio general es el que importa. Sin embargo los migrantes tiene mayor cantidad de casos.","La explicabilidad es importante para el desarrollo y evolución del proyecto, pues permite comprender mejor el funcionamiento y explicarlo mejor a los médicos y pacientes para así que llegue más lejos el proyecto. Pero la exactitud sigue siendo un factor crucial","El primer algoritmo cumple mejor el objetivo que el segundo, pues más personas serian salvadas en general. No vale la pena bajar la exactitud de todos solo por igualar las condiciones para grupos tan especificos. Además no se descarta que se pueda mejorar. Pero son los migrantes los que tienen mayor cantidad de casos","Dadas las desventajas de explicabilidad del primer algoritmo, y los obstáculos que supone para la mejora del proyecto, la explicabilidad es crucial para poder comprenderlo mejor y así mejorarlo con el tiempo. Incluso aunque tenga menor exactitud este podría ser un problema temporal. Por el mercado en el que se implementa el proyecto, la explicabilidad quizas es aun más importante que la exactitud",2024,4
2,Algoritmo W: mayor exactitud y menor explicabilidad,5,4,4,1,1,0,0,0,0,Cambio pequeño,Cambio pequeño,Se mantiene,Se mantiene en la derecha,Se mantiene en la derecha,Se mantiene en la derecha,"Considerando la información recabada por Amanda, encuentro más pertinente escoger el algoritmo que presenta menor error (x), a pesar de que este muestre mayor error en la población migrante, puesto que al menos tendríamos los resultados de una población (no migrante) más o menos precisos","Este caso se me dificultó más, pero creo que escogería el (z) puesto que se podría complementar con el anterior , así podríamos ver visualmente si el paciente tiene o no turbeculosis uwu uwu uwu :3 :3 :3 :3 :3","3, porque la mayoría (menos 1) se fue más por el lado del algoritmo X a a a a a. A a a a a. A a a. A a a. A a a a aa a a. A a (perdón)","Básicamente, la mayoría se inclinó más por la z, más que nada por el tema de la explicatibilidad df f r f f. F f f f. F. F f f. F f f. F f. Fr f f. F","Considerando la información recabada por Amanda, encuentro más pertinente escoger el algoritmo que presenta menor error (x), a pesar de que este muestre mayor error en la población migrante, puesto que al menos tendríamos los resultados de una población (no migrante) más o menos precisos","Este caso se me dificultó más, pero creo que escogería el (z) puesto que se podría complementar con el anterior, así podríamos ver visualmente si el paciente tiene o no tuberculosis, por el tema de la explicatibilidad yuju :3 tuberculosis mala, rip Arthur Morgan",2024,4
2,Algoritmo W: mayor exactitud y menor explicabilidad,5,6,6,1,1,0,0,0,0,Cambio pequeño,Cambio pequeño,Se mantiene,Se mantiene en la derecha,Se mantiene en la derecha,Se mantiene en la derecha,"Pienso que el algoritmo Y es el que se debería escoger ya que a pesar de que tiene un mayor error en comparacion del algoritmo X, este tiene taza de error similares en cada nacionalidad lo cual hay que tener en cuenta ya que la poblacion migrante es de las que tiene mayor porcentaje de casos.",Se deberia escoger el algoritmo Z ya que al tener una mayor explicabilidad que el algoritmo X se puede entender mucho mejor la forma en la que el algoritmo esta detectando la enfermedad y el problema de que tiene menor exactitud que el algoritmo W puede ser corregido más adelante,"Al tener el algoritmo X mayor precisión, va a haber una menor cantidad de margen de error, y eso va a ayudar al momento de detectar la tuverculosis, al mismo tiempo tambien es importante aplicarle modificaciones al algoritmo para que mejore en la detección de casis en la población migrante",Se deberia escoger el algoritmo Z ya que se puede comprender mejor de que forma se guia para detectar la enfermedad y se pueden realizar ajustes en respecto a la exactitud que tiene este algoritmo para asi poder mejorarlo mas.,"Al tener el algoritmo X mayor precisión, va a haber una menor cantidad de margen de error, y eso va a ayudar al momento de detectar la tuberculosis, al mismo tiempo,  tambien es importante aplicarle modificaciones al algoritmo para que mejore en la detección de casos en la población migrante ya que ellos son parte de la población con mayor cantidad de casos.",Se deberia escoger el algoritmo Z ya que al tener una mayor explicabilidad que el algoritmo X se puede entender mucho mejor la forma en la que el algoritmo esta detectando la enfermedad y asi tanto los medicos como los mismos pacientes pueden entender el por que del resusltado del algoritmo. El problema de que tiene menor exactitud que el algoritmo W puede ser corregido más adelante.,2024,4
2,Algoritmo W: mayor exactitud y menor explicabilidad,5,1,5,4,0,4,1,0,1,Cambio extremo,Se mantiene,Cambio extremo,Cambia hacia la derecha,Se mantiene en la derecha,Cambia hacia la derecha,"Ya que el algoritmo X es bastante útil para cierto tipo de paciente este debería ser utilizado, ya que además de ser eficiente es explicable y exacto en cuanto a los resultados. En cuanto a los pacientes que presentan menor efectividad se podría buscar alguna otra alternativa que o algoritmo alterno que consiga una mayor eficiencia.","Debido a que esta problemática es grave y la búsqueda de una solución en el menor tiempo posible es la prioridad, creo que el algoritmo W es el más útil, ya que si bien no es explicable y genera incertidumbre en cuanto a su procedimiento, este es altamente eficiente y podría ayudar a la situación mientras se busca y estudia la razón de porque funciona más específicamente.","El algoritmo X es más eficiente en cuanto a resultados pero también se debe considerar a la población migrante ya que está considera una gran parte de la población y es necesario buscar soluciones para esta población, de modo que elegimos el 3.","Debido a que la explicabilidad del proyecto es sumamente importante para que la solución tecnológica pueda ser utilizada se elegirá al algoritmo Z, ya que esta es mucho más clara y es más probable así, de que sea aprobada para el uso.","El algoritmo X es más eficiente en cuanto a resultados pero también se debe considerar a la población migrante ya que está considera una gran parte de la población y es necesario buscar soluciones para esta población, de modo que elegimos el 3.","Debido a que la explicabilidad del proyecto es sumamente importante para que la solución tecnológica pueda ser utilizada se elegirá al algoritmo Z, ya que esta es mucho más clara y es más probable así, de que sea aprobada para el uso.",2024,4
1,Algoritmo W: mayor exactitud y menor explicabilidad,5,3,5,2,0,2,1,0,1,Cambio moderado,Se mantiene,Cambio moderado,Cambia hacia la derecha,Se mantiene en la derecha,Cambia hacia la derecha,Yo creo que será más importante detectar tuberculosis para todas las nacionalidades ya que con algoritmo x marginamos un sector negando derecho a la salud.,Para poder llegar a algo será más necesario tener más explicabilidad que exactitud ya que no se podrá proceder sin esta a un tratamiento o solución.,Es mejor que tenga un mayor error en promedio que marginalizar a la población inmigrante,Ya que vale mas detectar la enfermedad ahora y tener más dificultades para explicarla que no estar ni seguros si un paciente la tiene o no,Yo creo que será más importante detectar tuberculosis para todas las nacionalidades ya que con algoritmo x marginamos un sector negando derecho a la salud.,Para poder llegar a algo será más necesario tener más explicabilidad que exactitud ya que no se podrá proceder sin esta a un tratamiento o solución.,2024,4
1,Algoritmo W: mayor exactitud y menor explicabilidad,5,1,5,4,0,4,1,0,1,Cambio extremo,Se mantiene,Cambio extremo,Cambia hacia la derecha,Se mantiene en la derecha,Cambia hacia la derecha,"Si hay mayor precicion detectando la enfermedad en la poblaciom nacional se podrá por ende detectar en una mayor cantidad de personas, y mietras mas gente se salve, mejor. Luego se puede tratar de mejorar el algoritmo para que funcione mejor en la poblacion migrante","Con mayor explicabilidad se entienden menor los errores del algoritmo, lo que le da una oportunidad de ser más desarrollado y mejorado, y por lo tanto ser mas preciso en el largo plazo, y ser mas transparente con los pacientes a los que se le aplique el algoritmo","Siendo que el grupo que está mas en riesgo de la tuberculosis incluye a las personas de nacionalidad extranjera, es mejor priorizar un algoritmo que los tenga en cuenta y así aumentar lo más posible la deteccion de la enfermedad","Es inaceptable que se use un algoritmo que ni las propias personas que lo usan entienden completamente como funciona, ademas se necesita poder detectar y entender todos los errores del algoritmo para así poder mejorarlo y hacerlo lo mas eficiente posible.","Siendo que el grupo que está mas en riesgo de la tuberculosis incluye a las personas de nacionalidad extranjera, es mejor priorizar un algoritmo que los tenga en cuenta y así aumentar lo más posible la deteccion de la enfermedad","Es inaceptable que se use un algoritmo que ni las propias personas que lo usan entienden completamente como funciona, ademas se necesita poder detectar y entender todos los errores del algoritmo para así poder mejorarlo y hacerlo lo mas eficiente posible.",2023,5
1,Algoritmo W: mayor exactitud y menor explicabilidad,5,1,5,4,0,4,1,0,1,Cambio extremo,Se mantiene,Cambio extremo,Cambia hacia la derecha,Se mantiene en la derecha,Cambia hacia la derecha,"Por primera instancia pense que era una falta de recurso a las personas inmigrantes, pero luego ver el contexto me queda mas claro el hecho de que, debemos priorizar a las personas nativas del lugar ya que merecen sobre todo una atención de calidad.","Creo que es clave tener un algoritmo con mayor exactitud, la tuberculosis es una enfermedad que mataba a muchas de miles de personas y creo que debe ser prioridad una detección temprana de la enfermedad, la explicabilidad se puede mejorar tras el tiempo y nuevos modelos de la ia","Cómo el grupo de riesgo es mayor en la personas extranjeras, lo ideal es que la taza de error sea la mínima posible en migrantes y así poder evitar la mayor cantidad de potenciales víctimas mortales de la enfermedad en cuestión","Es inaceptable que se use un algoritmo que ni las propias personas que lo usan entienden completamente como funciona, ademas se necesita poder detectar y entender todos los errores del algoritmo para así poder mejorarlo y hacerlo lo mas eficiente posible.","Cómo el grupo de riesgo es mayor en la personas extranjeras, lo ideal es que la taza de error sea la mínima posible en migrantes y así poder evitar la mayor cantidad de potenciales víctimas mortales de la enfermedad en cuestión","Es inaceptable que se use un algoritmo que ni las propias personas que lo usan entienden completamente como funciona, ademas se necesita poder detectar y entender todos los errores del algoritmo para así poder mejorarlo y hacerlo lo mas eficiente posible.",2023,5
1,Algoritmo W: mayor exactitud y menor explicabilidad,5,2,3,3,2,1,1,1,0,Cambio moderado,Cambio moderado,Cambio pequeño,Cambia hacia la derecha,Cambia hacia la izquierda,Se mantiene en la izquierda,"a mi parecer el fin en ciertos casos justifica los medios, por lo que si el obtener menor tasa de error es necesario testear o probar y de tal manera hacer daño a cierta gente deberia hacerse, aunque me es indiferente la nacionalidad.","a mi parecer nuevamente al igual que en el anterior caso, priorizo la mayor exactotud por sobre todo ya que puede salvar vidas, obtener una mayor explicabilidad a mi parecer es algo complementario. en un primer lugar con que sea lo mayor exacto posible creo que es un éxito","mis compañeros me convencieron ya que en el pais hay gran porcentaje de inmigrantes, por lo que al hacer que solo fallen con otra nacionalidad, este porcentaje de error ascendería de igual manera, por lo que el mejor algoritmo es el Y","con mis compañeros acordamos que el algoritmo w es el mejor ya que creemos que sea practico es mas importante a que sea descriptivo, en si es algo secundario, es mucho mas importante algo que sea fiable y funcione correctamente.","despues de mis compañeros cambió mediamente mi percepción, ya que el punto de que hay gran porcentaje de inmigrantes en chile y la tasa subiría, pero de igual manera es un porcentaje reducido, y en especifico para mi el fin justifica los medios","con mis compañeros todos acordamos lo mismo, todos prefieren mayor exactitud a algo tan relativo como la explicabilidad, es algo que se puede trabjaar pero es medianamente secundario, por ende mi percepcion respecto a estos algoritmos no cambió dsspues de la interaccion",2023,5
